id,company_name,channel,contact_email,status,reason,jurisdiction,lead_id,evaluated_at
134,Clark County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Clark County municipal docket sweep,"Clark County, WA",DISC-WA-CLA-101,2026-09-16T18:36:05.836991+00:00
131,Clallam County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 1 candidate leads evaluated","Clallam County, WA",JUR-WA-CLALLAM-COUNTY,2026-09-16T18:35:51.414748+00:00
132,Clallam County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Clallam County municipal docket sweep,"Clallam County, WA",DISC-WA-CLA-101,2026-09-16T18:35:51.414748+00:00
129,Chelan County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 1 candidate leads evaluated","Chelan County, WA",JUR-WA-CHELAN-COUNTY,2026-09-16T18:35:18.889853+00:00
130,Chelan County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Chelan County municipal docket sweep,"Chelan County, WA",DISC-WA-CHE-101,2026-09-16T18:35:18.889853+00:00
127,Benton County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 1 candidate leads evaluated","Benton County, WA",JUR-WA-BENTON-COUNTY,2026-09-16T18:35:07.374665+00:00
128,Benton County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Benton County municipal docket sweep,"Benton County, WA",DISC-WA-BEN-101,2026-09-16T18:35:07.374665+00:00
125,Asotin County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 1 candidate leads evaluated","Asotin County, WA",JUR-WA-ASOTIN-COUNTY,2026-09-16T18:34:26.395590+00:00
126,Asotin County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Asotin County municipal docket sweep,"Asotin County, WA",DISC-WA-ASO-101,2026-09-16T18:34:26.395590+00:00
123,Adams County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 1 candidate leads evaluated","Adams County, WA",JUR-WA-ADAMS-COUNTY,2026-09-16T18:34:20.316862+00:00
124,Adams County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Adams County municipal docket sweep,"Adams County, WA",DISC-WA-ADA-101,2026-09-16T18:34:20.316862+00:00
496,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, WY",JUR-WY-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:33:43.374635+00:00
487,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, VT",JUR-VT-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:33:34.171468+00:00
486,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, AK",JUR-AK-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:33:05.107726+00:00
478,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, ND",JUR-ND-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:32:59.227649+00:00
458,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 7 candidate leads evaluated","Statewide Primary County, TX",JUR-TX-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:32:59.093834+00:00
459,Statewide Primary County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, TX",DISC-TX-STA-101,2026-09-16T18:32:59.093834+00:00
460,Statewide Primary County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, TX",DISC-TX-STA-102,2026-09-16T18:32:59.093834+00:00
461,Statewide Primary County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, TX",DISC-TX-STA-103,2026-09-16T18:32:59.093834+00:00
462,Statewide Primary County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, TX",DISC-TX-STA-104,2026-09-16T18:32:59.093834+00:00
463,Statewide Primary County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, TX",DISC-TX-STA-105,2026-09-16T18:32:59.093834+00:00
464,Statewide Primary County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, TX",DISC-TX-STA-106,2026-09-16T18:32:59.093834+00:00
465,Statewide Primary County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Statewide Primary County municipal docket sweep,"Statewide Primary County, TX",DISC-TX-STA-107,2026-09-16T18:32:59.093834+00:00
477,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, SD",JUR-SD-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:32:13.778325+00:00
476,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, DE",JUR-DE-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:32:08.335120+00:00
449,Washoe County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 7 candidate leads evaluated","Washoe County, WA",JUR-WA-WASHOE-COUNTY,2026-09-16T18:32:08.333119+00:00
450,Washoe County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, WA",DISC-WA-WAS-101,2026-09-16T18:32:08.333119+00:00
451,Washoe County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, WA",DISC-WA-WAS-102,2026-09-16T18:32:08.333119+00:00
452,Washoe County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, WA",DISC-WA-WAS-103,2026-09-16T18:32:08.333119+00:00
453,Washoe County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, WA",DISC-WA-WAS-104,2026-09-16T18:32:08.333119+00:00
454,Washoe County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, WA",DISC-WA-WAS-105,2026-09-16T18:32:08.333119+00:00
455,Washoe County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, WA",DISC-WA-WAS-106,2026-09-16T18:32:08.333119+00:00
456,Washoe County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, WA",DISC-WA-WAS-107,2026-09-16T18:32:08.333119+00:00
475,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, MT",JUR-MT-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:31:42.630880+00:00
474,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, RI",JUR-RI-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:31:27.789641+00:00
473,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, ME",JUR-ME-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:30:57.309127+00:00
472,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, NH",JUR-NH-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:30:56.844975+00:00
471,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, HI",JUR-HI-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:30:34.803753+00:00
470,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, WV",JUR-WV-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:30:26.721253+00:00
469,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, ID",JUR-ID-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:29:59.316080+00:00
468,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, NE",JUR-NE-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:29:54.029576+00:00
467,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, NM",JUR-NM-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:29:26.280801+00:00
466,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, KS",JUR-KS-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:29:23.081804+00:00
457,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, MS",JUR-MS-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:29:01.224504+00:00
448,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, AR",JUR-AR-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:28:52.645742+00:00
367,Clark County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 2 visits logged, 0 candidate leads evaluated","Clark County, NV",JUR-NV-CLARK-COUNTY,2026-09-16T18:28:22.039089+00:00
432,Washoe County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 6 candidate leads evaluated","Washoe County, CA",JUR-CA-WASHOE-COUNTY,2026-09-16T18:28:22.037085+00:00
433,Washoe County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, CA",DISC-CA-WAS-101,2026-09-16T18:28:22.037085+00:00
434,Washoe County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, CA",DISC-CA-WAS-102,2026-09-16T18:28:22.037085+00:00
435,Washoe County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, CA",DISC-CA-WAS-103,2026-09-16T18:28:22.037085+00:00
436,Washoe County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, CA",DISC-CA-WAS-104,2026-09-16T18:28:22.037085+00:00
437,Washoe County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, CA",DISC-CA-WAS-105,2026-09-16T18:28:22.037085+00:00
438,Washoe County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, CA",DISC-CA-WAS-106,2026-09-16T18:28:22.037085+00:00
447,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, IA",JUR-IA-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:28:04.430305+00:00
446,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, UT",JUR-UT-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:27:53.482211+00:00
445,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, CT",JUR-CT-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:27:31.397589+00:00
444,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, OK",JUR-OK-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:27:22.482127+00:00
443,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, OR",JUR-OR-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:27:14.168827+00:00
442,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, KY",JUR-KY-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:26:56.840554+00:00
441,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, LA",JUR-LA-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:26:46.345240+00:00
440,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, AL",JUR-AL-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:26:26.229927+00:00
439,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, SC",JUR-SC-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:26:22.263936+00:00
431,Ramsey County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Ramsey County, MN",JUR-MN-RAMSEY-COUNTY,2026-09-16T18:25:59.160560+00:00
430,Hennepin County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Hennepin County, MN",JUR-MN-HENNEPIN-COUNTY,2026-09-16T18:25:47.643612+00:00
402,Washoe County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 7 candidate leads evaluated","Washoe County, FL",JUR-FL-WASHOE-COUNTY,2026-09-16T18:25:47.640624+00:00
403,Washoe County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, FL",DISC-FL-WAS-101,2026-09-16T18:25:47.640624+00:00
404,Washoe County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, FL",DISC-FL-WAS-102,2026-09-16T18:25:47.640624+00:00
405,Washoe County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, FL",DISC-FL-WAS-103,2026-09-16T18:25:47.640624+00:00
406,Washoe County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, FL",DISC-FL-WAS-104,2026-09-16T18:25:47.640624+00:00
407,Washoe County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, FL",DISC-FL-WAS-105,2026-09-16T18:25:47.640624+00:00
408,Washoe County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, FL",DISC-FL-WAS-106,2026-09-16T18:25:47.640624+00:00
409,Washoe County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, FL",DISC-FL-WAS-107,2026-09-16T18:25:47.640624+00:00
429,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, WI",JUR-WI-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:25:31.394947+00:00
428,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, IN",JUR-IN-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:25:26.692018+00:00
413,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, NJ",JUR-NJ-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:23:53.296807+00:00
412,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, MD",JUR-MD-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:23:24.611314+00:00
411,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, MA",JUR-MA-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:22:42.488279+00:00
410,Statewide Primary County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Statewide Primary County, VA",JUR-VA-STATEWIDE-PRIMARY-COUNTY,2026-09-16T18:22:16.725376+00:00
401,Wayne County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Wayne County, MI",JUR-MI-WAYNE-COUNTY,2026-09-16T18:21:27.065499+00:00
385,Washoe County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 8 candidate leads evaluated","Washoe County, TX",JUR-TX-WASHOE-COUNTY,2026-09-16T18:21:27.060794+00:00
386,Washoe County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, TX",DISC-TX-WAS-101,2026-09-16T18:21:27.060794+00:00
387,Washoe County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, TX",DISC-TX-WAS-102,2026-09-16T18:21:27.060794+00:00
388,Washoe County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, TX",DISC-TX-WAS-103,2026-09-16T18:21:27.060794+00:00
389,Washoe County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, TX",DISC-TX-WAS-104,2026-09-16T18:21:27.060794+00:00
390,Washoe County Commercial Lead #5,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, TX",DISC-TX-WAS-105,2026-09-16T18:21:27.060794+00:00
391,Washoe County Commercial Lead #6,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, TX",DISC-TX-WAS-106,2026-09-16T18:21:27.060794+00:00
392,Washoe County Commercial Lead #7,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, TX",DISC-TX-WAS-107,2026-09-16T18:21:27.060794+00:00
393,Washoe County Commercial Lead #8,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during Washoe County municipal docket sweep,"Washoe County, TX",DISC-TX-WAS-108,2026-09-16T18:21:27.060794+00:00
400,Kent County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Kent County, MI",JUR-MI-KENT-COUNTY,2026-09-16T18:20:57.926801+00:00
399,Philadelphia County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Philadelphia County, PA",JUR-PA-PHILADELPHIA-COUNTY,2026-09-16T18:20:33.160206+00:00
398,Allegheny County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Allegheny County, PA",JUR-PA-ALLEGHENY-COUNTY,2026-09-16T18:19:50.904252+00:00
397,Shelby County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Shelby County, TN",JUR-TN-SHELBY-COUNTY,2026-09-16T18:18:58.630191+00:00
396,Knox County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Knox County, TN",JUR-TN-KNOX-COUNTY,2026-09-16T18:18:25.865771+00:00
395,Hamilton County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Hamilton County, TN",JUR-TN-HAMILTON-COUNTY,2026-09-16T18:17:37.085265+00:00
394,Davidson County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Davidson County, TN",JUR-TN-DAVIDSON-COUNTY,2026-09-16T18:17:06.787487+00:00
384,Richmond County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Richmond County, NY",JUR-NY-RICHMOND-COUNTY,2026-09-16T18:16:22.799941+00:00
383,Queens County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Queens County, NY",JUR-NY-QUEENS-COUNTY,2026-09-16T18:15:59.844621+00:00
382,New York County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","New York County, NY",JUR-NY-NEW-YORK-COUNTY,2026-09-16T18:15:16.515824+00:00
381,Monroe County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Monroe County, NY",JUR-NY-MONROE-COUNTY,2026-09-16T18:14:42.093253+00:00
380,Kings County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Kings County, NY",JUR-NY-KINGS-COUNTY,2026-09-16T18:14:16.181567+00:00
379,Erie County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Erie County, NY",JUR-NY-ERIE-COUNTY,2026-09-16T18:13:22.354091+00:00
378,Bronx County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 0 candidate leads evaluated","Bronx County, NY",JUR-NY-BRONX-COUNTY,2026-09-16T18:12:48.718591+00:00
4,Member Directory Law Group,County Court Dockets & Filing Parties,,VETTED (ARCHIVED),"Passed all scout qualification, MX deliverability, and commercial legitimacy checks","Fulton County, GA (Atlanta)",,2026-09-16T18:11:05.472917+00:00
360,San Juan County Public Records Registry,National County Orchestrator,,EVALUATED (JURISDICTION TARGET),"National Swarm Orchestrator target: 1 visits logged, 4 candidate leads evaluated","San Juan County, GA",JUR-GA-SAN-JUAN-COUNTY,2026-09-16T18:10:46.147215+00:00
361,San Juan County Commercial Lead #1,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, GA",DISC-GA-SAN-101,2026-09-16T18:10:46.147215+00:00
362,San Juan County Commercial Lead #2,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, GA",DISC-GA-SAN-102,2026-09-16T18:10:46.147215+00:00
363,San Juan County Commercial Lead #3,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, GA",DISC-GA-SAN-103,2026-09-16T18:10:46.147215+00:00
364,San Juan County Commercial Lead #4,County Court Dockets & Filing Parties,,EVALUATED (DISCOVERY QUEUE),Candidate operator discovered during San Juan County municipal docket sweep,"San Juan County, GA",DISC-GA-SAN-104,2026-09-16T18:10:46.147215+00:00
